docId,voteid,final,competitionId
cc3d4b0c6dc20e13796b7e496f763de5,57521,72,346
7f79010e18c45ee4277c56073eef31b4,57873,74,346
9786f3607e4431e66b4b8117d3c5896b,57640,80,346
4bc2d2324a40a9f217d0671de62fe65d,57718,81,346
1ac105ec300feb657ce83c514d0f4963,57758,83,346
c385773117fb5b40309e2ff93608e5c6,57435,85,346
dc2fe4574824d9c0a2dba20b5aff6ae1,57147,86,346
d92b0eb52986eb6f7eee2f2331f98532,57683,88,346
71fb3994e30872aee17e65d3a336aa19,57460,90,346
3380e04d90baf32581c2fbbe07e096f7,57138,93,346
d8be6fe24b9d5d2b2d4138268a564a45,57182,94,346
cc116ac9c28ffb4e6977ca79392485cd,57573,95,346
b7a672b4f494383cd4cd42271be0ed15,57551,98,346
ed41ee5fe828528b89a7e432e2cc4a5e,57568,99,346
048bd6296e51ed1d1dca0352b5c1b934,52936,101,323
863b8b418a499436432f7478653d6385,53011,102,323
f1190cd45f90f24b67af8ae9a65dc383,52800,103,323
c01fc51813834d43e78233d526e2bf5f,53076,104,323
ac1dd8c221f7c16a36e5b49706ef1338,52480,106,323
e754c97d555e63db1973a3a179687e4d,52785,108,323
d4273633e8cd77f1e66905373ee5785a,52943,109,323
2a8d336e26cf5b4731de8d1760e6bbc6,52552,110,323
67eba0b2deab18a5883fee17655c7039,52672,111,323
08b7f0f89c82e6c4271037fa993b3199,52761,112,323
ea2567ceb7a65bb50b76dcca8bd96b1c,52853,113,323
593d67fa9054d5fa07799084f3ee63ec,53014,114,323
f81029aff7702dfe772b3d6d731c46f6,52615,115,323
0927bff552fb63cacd45f66e97fd8bde,53055,117,323
fedbe5ae17ef4fc79304ce42b4f5c03d,52699,119,323
eba51040659b77dda22245d42da339f3,52974,121,323
1278b61458914186efa40e132cfa80a8,52569,122,323
96c1c68f810ad77457f3d72265e2dd3f,52831,124,323
a34154e2255a3829b25d530769602f2e,52544,126,323
ae43c084d00d307d9cbdc1d26f0973fe,52966,127,323
be511c4d4b556a4d4e7f01546ac24a1a,52459,129,323
f1ebb7e19677e965fc7bef028e773e3e,53056,132,323
e8f378df60b536814224cb36389789e8,52928,133,323
befbe17795be9aaa09891f026a0091e1,52732,136,323
2a0144800913d21372e450d69a44952b,52828,137,323
1986397200aeb8f35c4edd24c371a201,52642,139,323
fb6c9cd58717ef50f8a276633b4211ae,52747,140,323
65df7c5c2d9f3bb2fd2949af308dd653,52945,142,323
8b222db826826c49439a35d785131922,52999,144,323
596d2e550dce50ba5fc57b2a25eee0a0,53057,149,323
baf52efc8e4c0526a974ec359f18bb60,52467,150,323
de659f82d6dfba001d9f898cf48b6b6d,52561,151,323
c8aa27069dc65fb7b23d27ac0bdd0de8,52764,154,323
3ba8684cbab6ba5f5c6309babddc9d84,52917,155,323
412bfc1a5ffee498c5d7d39f02240493,52991,156,323
7c26d014ace4296edf76e7debe923227,52468,157,323
fc78daf8dc0e31fea1b23282528c9f9a,53094,158,323
79adb6c6c3cc791c7323292a8609cfdf,53096,159,323
ffa37c5e0d64418950784dd7a0b61c9f,52568,160,323
4d6444700bbc77145228540206b70347,52512,161,323
31fa93c7c074763d4bc0e6fcd9d2dfea,52517,162,323
031cf10956fc3e7f9eb38e79e0f9b290,52709,163,323
c5cc6f79fb038cf30d4071c8382e72c8,53120,164,323
a000e2673146a746a38e115214ffa230,52682,167,323
9cc96fc13205fe76dd4114ef3ebb956a,52683,168,323
a0c5e0b6a71ac5611d261fd38edcf7e2,52719,171,323
419d7bfe1bd96e0552f7fc6d3393f1b1,52874,172,323
a9439e8c1347d2a1d69b0c87289c4fdb,52872,173,323
73cb374e3c7214fad12d06c29b4aa0a0,52743,178,323
c897065a32dbd7e8862967eaddab0a6b,52981,179,323
6c5aefec584366c04de77c56c852c1dd,52702,181,323
dce115dc75813de1e47e76c02863d7c7,52839,184,323
a9e7ba07a4a9ffaf6c98da02ccd09ba7,52864,187,323
7e9cf0ebe1810411a37d4d8a889ae397,52840,188,323
8737a6188a86d5f88ead33a3255b6de6,52431,190,323
5c687ccbcc756560045e62e21a3fe1cb,52695,191,323
18ce6f6461f89ab000a4229695096860,52961,192,323
337c3db863dc5bf8588129acd22a6c2f,53001,193,323
512802c1366dc1c73e4257ba677714fc,52423,195,323
fba77974d4dbb5de4850e6df89b060df,53053,200,323
854443c9929dd729e33c6f32da6d3f92,51537,306,315
7be75201b64d057a5e8953444ae884f7,51098,307,315
1d715715e6fcbc3975eed0fe37e50fff,51218,309,315
64230a107383a76bbcc0802716af53eb,51217,310,315
2df8f6b8e8c1d3223af4f08d59bb39b0,51379,311,315
9832a64701cc09c32deefcfe40b8b66b,51170,312,315
79fffc5b022ec4e11526e0868f95c8ba,50999,313,315
580dc133cbe1f70ac373c1d4823acee5,58823,203,354
22d10c9cd1018be960437b9863a650dc,59088,204,354
f9b7f7965df9d65b4b84bfc769b429be,59497,207,354
5233d820a634147491e2dc31551e7283,59471,208,354
1495631bc5ca2de83693fdb6d9517cf2,59490,209,354
90078f6391f0bb3807a10ffb8a21bd41,58952,212,354
bfc88d041561523ccba09339f3a654cb,59435,214,354
43c923034490b1e4f0fc553809b1de9f,58791,217,354
a2509f4d8adbb35c07b012af0ce621d4,58835,218,354
ef88ab697571de32cda91046f6baac98,59505,220,354
517d433ebd051f313fce09484ff21360,58803,225,354
070a854327a514db07c0a307a2a6ecbe,58813,226,354
38fed9d2ca8580285a2db8ffea8c7483,58817,227,354
ffa02ac5f4aae2d8b0bfb213a72a190e,58819,228,354
2232ef0482e224bc6ed704e737be8df2,58847,229,354
19ecce1effeaf1884b4b9db1ea486e69,58862,230,354
4a0ee1dcf8670fb938d55429469664b2,58909,234,354
21b71a9103a0682b701d37d0ffef4e76,58913,235,354
0408ae6ba68d626e63a98596e170a19a,58916,236,354
7991658d57708b941aba772b40463542,58920,237,354
948ce87f6eeb25b598c04e72739fdf07,58925,238,354
12169f13b56e646f1f1ad854162503c9,58951,239,354
ed54e2f47194524c8eb14d17ca5ee422,58963,240,354
ae6d3fe1a820c72a39e94875c8e6642f,59004,242,354
a9c2c3ed7a79eb0856e862bb5e628e23,59007,243,354
e625e7256aaff71e9daca59364532fb5,59066,244,354
aa8670d6ebd644ffbecf624c86d842de,59077,245,354
3a89e0db4a9c6f6621ff0d0c368f44e0,59078,246,354
04ef6a25a854c08a118e9d536b1c041e,59083,247,354
9604831ca622d545c8c5e2356f1bbe09,59112,249,354
a924439a523533a3dd00c1e8d1bca24f,59138,250,354
1e10f7a15eb2b784b12b4a78c8a5a98f,59153,252,354
75c22ef13167c2a03306b596eb45509f,59191,254,354
ddca4c36a7005082d3efd11b523d31af,59224,257,354
b381b4dfcfe1fbafbef383d1030ec3cf,59245,258,354
666463dfe940d8a20443d705dfe5069d,59250,259,354
9edc2739d9a03fb49a020b786a80cc34,59272,261,354
5b17fc7349f26a6c2b3a0a5013836468,59287,262,354
afce195e7d83122d6adaa2b462c58ca6,59293,265,354
854b2231844ab3871e4648efb97f53e6,59302,266,354
2f2d484cf2dd348f554eb52b29dc30c0,59313,268,354
beade7785d253d873ce95c7a85b3c017,59315,269,354
47435744a514002c80085354909c1e7f,59326,270,354
53aa43c378f89fb43cdad8616685e471,59331,271,354
4a00c2b92514c6f1cda47a569cb320c4,59382,275,354
223fefea40347d867bc6504c7c363d0d,59410,277,354
ea803a2789cf9c87147d3a59a276aec1,59416,278,354
05ca15fbf09b71e2248bd71fd1bcba4e,59441,279,354
cd6b4b0af751b5446d3b282528bec377,59450,280,354
9b132df5468f9fcc8fe2f306ccda03e4,59503,281,354
4d18903a409af1797576c8d10b492cd3,59542,282,354
9840910c85270be0b951d710bac1cbc7,59545,283,354
2efb7be1a2c1f2846c2fafb210adabbe,53041,1,323
f5ba8a80271254d42cdadb9e098734c3,52643,2,323
18ad031cbd37d40c25db312e78f2bc78,52805,3,323
8cd9ffda4bac7ff8c38352179d39356c,52965,4,323
1d5c3ce7e456c394cee562cd6fe3435f,52933,7,323
e08ed6860d45347b0202ab55f93b36e6,52847,14,323
1e9061f09c923e926e59aff6c4b8ad37,52922,16,323
dfd32e90093bcd0f1dc599a554ab3e7f,52983,18,323
5dcd16f7174205c420c96ca1b14dafd1,52935,20,323
ff26e8a95aa66b16d55d23bab2b4d40a,52438,22,323
1326240f7394c84cec34d6de36e91fbb,52938,24,323
cc80498fb441367d2efc88782551877c,53117,25,323
2ac815ca91a633bfa193f65135ef9867,52817,26,323
003517be1acf8fad7216df8059c6ff19,52538,27,323
028221be3b90d1b55f4c56a8acd7f1a5,52896,29,323
699042857236cefc2c966cd6761a90ec,52713,30,323
5e4f7dc90be30cd74b0477658bd628a3,52704,31,323
fddf358c712ffe329ebbd370ea0cc8ca,52530,32,323
ddd2f4f8a488f79cee83e109649055dd,52597,33,323
1c6c37b17bb74d300ebaf327db945575,52418,34,323
49d736d7ec943e267936ce2a6f114abf,52951,35,323
5f4d537340d3a0c698c6c38caec43475,53061,36,323
f39d6b0cf7e566eb5ba692e538e43de2,52434,39,323
8bfa87e01f2ae9443c5abbbdfbfb715b,53051,40,323
96ac785657a95f09ff6179ab0d58907a,52578,41,323
3450215e73799124ecb03e8d31d37955,52646,42,323
87f278d6d7cf47429e24118c969ba67c,52904,43,323
75abffa3548b7b669da04c3234aa59cd,52665,45,323
dfa26a63fa56488dec71081f3d311646,53039,46,323
f027ca334f362b1115b0741e3fc5cd36,52955,47,323
1252940cd7437d7e21a5bf31c8df44fd,52834,48,323
7fb39cb353870bf8d2a8abaf018ee92a,52455,50,323
b8fce4e601c65a2a26acd5a9cfdad681,52789,51,323
cc5a44a65f7402fee6649284cecc8a0e,53040,53,323
9b0b8200fba5033b6684534ae9707629,52499,54,323
8df44c5a15d942ea8c8c7d3c7efa1e34,52726,55,323
eb729cdd5cfd210c4770c3466c154932,52407,57,323
47561c5428e3d5dba9ff82c323870eea,52776,58,323
a202f407ca10373ef310cb089f70d264,52906,59,323
8bd79830414cfd9cff509bc10e7d9668,52816,60,323
8824d97e1702452edbf25eae0bff8862,52940,61,323
0b3fd3d1272ca2fd51e2289a9c7520bb,52843,65,323
5f9806f06b701248fe56e17586a07527,53088,66,323
312ccf2997f6f4307b166967ca7208d7,52878,67,323
7b2d0119ce4afa84a737020b936cd67c,52820,71,323
bdabb9a085b251603cd18e27e5e5f8dd,52681,73,323
c72e5e669605d6129a7389a83e442beb,52601,75,323
35469806ff38bef4bb63df4196ef2d1a,52526,76,323
0c62736c38ffb189bdafac49373f4007,52549,79,323
78bf67fde96cd661f67f6fff5419d571,53083,83,323
65238b71dcc39099896d05030aa63734,53034,84,323
963d161f3dfc6051ea3777c2f46f73d1,52734,86,323
d80f96926db1c46b42c89ad92ce74d3f,52446,89,323
07d6910947c3d2114c6e64dea3822952,52487,90,323
37905f7018adc4aa539ba85dda3f6765,52673,94,323
750cf4cb53762c47afa1dad8a60a83ee,52684,95,323
1ccdb41a3de9dd04fff43cf29fb4acc6,52485,96,323
0441cb58b6386f101fe756815e08121f,52700,97,323
f31068955c7d1d118d79b887663f8ad2,52883,98,323
ba17b1700dd95a6e65671dd01586a515,52892,100,323
ec7e0a830233ec1792de66f790fd757a,51754,202,319
fa09030154193b467af6557b05803cf8,51801,203,319
d68ffb6fc1ea06015e79c622a117fac5,51990,204,319
20151a6afcd88cf556bf99b88c0fe476,52126,205,319
36507969bc1bb203a6c42d62aa5e1eac,52172,206,319
574e9911240525167e0944b000a21c4a,52273,208,319
98e47b06501979ee2be9eaf8cb82445c,51718,211,319
b9619cfc4af11fc48d7bbf2be54120e5,52128,212,319
b9b935bb7d0261f6cbcbf31627964367,52001,213,319
b4332a6f365170bbe9cea10b41e6fef5,51728,215,319
ebb209d2a19f2ff07b3ea8dbcbc2a41f,51727,217,319
52b216d406589230aa4847aea4c31d05,51696,219,319
1d95413184b42f8e70a26166077d2663,52082,221,319
607ae9ffcdbb701c2c2e12bb41881f12,52124,222,319
6efd7945bd72e0b4125e4d84811384fc,51760,223,319
78588eae26913300ae8cec5823aeedda,51671,224,319
7141aafc2fc4fe9fb383df1f9a869532,51751,225,319
3a80936aa40bb35952b8a67b3569e1b1,51738,226,319
a06b7fa16b4e6710f1c8861f63259d16,52326,228,319
c8b390e47baed4cedc1e5150e01aa479,52071,230,319
4cbf04e8ac674e3b3128787f4351545c,51674,231,319
fadd8f3ded0a1bcbab7bf063cbcc0c3e,51676,232,319
a143cf4b812cd4c66f1b8305df9ed45e,52040,234,319
8d64ca12d4c81272ae2f6f4ebe662d4f,51678,235,319
1a1b31710858dc5c0db67c79ac0c1a25,52043,237,319
941621b1b8415b63be6e71cd97fc5999,52378,238,319
f0823684899f9efdac598fb6451725a4,52074,243,319
525b21446afc47d445a3e8eaf86bee43,52353,244,319
15cbe577fc90687b4464347fd36b61c6,52351,245,319
10efc5024930b818b75116a01dd75d42,52070,247,319
a9d03fe80d8b9e601b04362e8b0fb733,51764,249,319
7198d809490ae8310ed45026db1614d2,52155,252,319
2ae73988ecf8235bb87184834def0b3f,52212,257,319
2e8a28a85871b0b33614cbf3e290dab6,51953,258,319
37d9523c3dd9d3034843219e26ef16d3,51908,261,319
23914ab7e5bbeb171d86eac937135f00,52197,263,319
e8a6022b27a9d34b7e844006697b1e47,51909,264,319
95bb418d90d4dc083eb1071e51d35ceb,51934,265,319
5917c2a966a664b44267ff9262d585e0,51968,267,319
4f7e6458c48fbc05d23286a390886daa,51805,269,319
d328160fbf58c8fbf681c1661b43cfce,52297,270,319
39bfc07996be85aea161fcc6d36807aa,51766,271,319
b5ad3a59406de9cc72d9ae78533b6cfa,51767,272,319
e2d8e6163bb0b5fd2926d7b037590bee,52161,273,319
bde07ffd26449b576cbfc6ea96b4f50b,52282,274,319
7added812c43100eebb8808fbc35b222,52127,275,319
476b79de08257419f71fcdf6a3faa2d9,52279,276,319
5603d9c8d667555974db31dbd6bb502f,51772,277,319
2e96d5c895bd97f54bb17cb93f07b6cc,51777,278,319
526bcced33857314461cea855918a860,52188,279,319
b86d903432ccda1eedaaa46c6d8852de,51786,280,319
83159d83bffaf5e733f43ae7a7c1b109,51791,281,319
6e73dc0df8c26bb9ec2b74da951f9710,52142,282,319
3cfad0c94a1f098a6ee392adff5f880a,51799,283,319
91e15fec56a17afd92bd072b7c7d999d,51803,286,319
a9c757b9757d14ffe822cfd9724ba3e0,51910,287,319
545a66ff0ab8d234a436fbe25e1889d5,57695,101,346
019794d6baa46e31e4ca9413aed52005,57800,103,346
786a066133022da415d19e91b5957f23,57835,106,346
3030049f3b12feb9639e049b9b90b507,57931,108,346
aeba9a1de35ffac299291345a60fb020,57457,110,346
181872dd6f0e22399e887d6f08208179,57528,112,346
74564f70035f6a14a1840c49ce1bebda,57679,114,346
36ee5338b93161cbcab3c50f661aab1e,57705,115,346
18914f9b5525ceef1789f476052005ad,57797,116,346
bf18171ed2b5c27f74bbe5e82f7e65b5,57148,118,346
0b924ffc5dee8669caed2541a1bf80ba,57477,119,346
9a159b79e9fadc641cd271f51a5de6c4,57795,121,346
1c91465a1883717644cf8eca035fddbe,57843,122,346
cd89565df33600756cf49763591532bb,57922,123,346
b4cb6fe8b79a41f88010c9d5dfc048fa,57208,124,346
3f2fdbd20cd26f1b8f748d1b7e00358e,57571,125,346
584bf749aecac09cc1147782957c9e08,57508,127,346
512262b15f4f24136e1be03a71131853,57314,130,346
e03d11c8e6f82f841440e43250c5f40b,57501,131,346
e72ec80f8ed21e07492e87e45808ed87,57589,133,346
ce7d0e1aefde742f18b3af9c7846c4ac,57711,134,346
8604b5e430e2327a43029a01adb8f892,57527,135,346
b203c5a7af40b8dc0bb55b6576b48801,57638,138,346
44f07a84f21d7ac25ce9bef6139f6bdc,57706,139,346
2451b83d238cd6383caad7a19aa8026d,57745,140,346
6f5106883d48f1cc873f224601066e45,57850,142,346
9ffc97e609968eb7ff9600b224172eff,57881,143,346
b3533008cff3f0761717227cb103ee11,57216,145,346
61411e45849af9aa0dc380d388b3b18a,57275,146,346
b1837ffd0a2066832ef355d6c62b25bb,57300,147,346
84630ee6e62df58ce3464d132fe4083e,57362,149,346
43966db9bcdb37ec4ad6fc2fd4ae7823,57499,152,346
65aac7c3a343fd2e36b469181d7ad926,57633,154,346
2eb11025cb3a0cd592a0b2613e7479eb,57675,155,346
b872092c463869ee7206d020ad72e2d3,57900,157,346
a56b73b92b1cc5751030d6f698ca7864,57163,158,346
de4cd510f5b21930c3cf4b50d1452cd4,57265,159,346
dabbf488da16e847b985b41922373d6d,57804,162,346
c8d39171d915cb294bf3775b732e3bcd,57354,166,346
790fa18e9f20f30269ae664ed4ee7017,57466,167,346
98ddd884d5dd051863ddfb88358e3e4c,57260,171,346
ae606fdd1bb28ca0453517a8e5526e35,57450,172,346
d35735e5fa3fc4738cd9ea91d6a41640,57899,174,346
fdbae6a117de5d2e2b96b4078e6f384e,57590,175,346
2e1b23c1a2269e98a512c64188ef9917,57717,177,346
996ccc436757ed6c98107fb1ced323f8,57320,178,346
ea5b61e52b8017f18b421de6aa38647d,57141,179,346
4c4188a6bbf2f6910251334354d11ed2,57186,180,346
14d6e33e5708752dbb0641c6d00696c3,57230,181,346
bc0798a5a534f75ab7532e2c5ca71b0c,57886,188,346
9c58191869d97feaa5de318c1d6012a2,57898,189,346
e6979600185664538754b3d02856e055,57361,193,346
d58a1ab9423f721631f46c98d6587f10,57448,194,346
f7c8e1cb7c0b781790e4f02749dfed18,57403,197,346
2a7c189a361c0746804552a25bf74954,57483,199,346
3f0f02d93d929d044d7c3dddce6f3485,57509,200,346
59ee235ce324d726b99c5586cf180b8d,57202,201,346
a2ece92ff04feb65eba6b607555f7f4e,46812,201,294
4becf7cb5abcbc246775c5efb82eba8c,46242,202,294
6f92cce0e647200dd821121db3a91b03,46295,203,294
f20a476cfb2f0afbb01eca4d944a5353,46359,204,294
8156cee5214809b3f388d743a3934aa0,46687,205,294
d055f668f44bdd79c7dca2b7e0a07036,46394,206,294
fb6fa7d089c5931094bb258f730afaf1,46366,207,294
af27acbcab4ae0640b92a3c00a8451b1,46376,208,294
1c6be3f10e4681f055a08dc61e03235a,46529,209,294
ea54d72424448904da0165e60293037b,46547,210,294
920c0e4b62c9029a37511a5b17308da0,46724,212,294
3610e0e67ac4eff8af54ce1400e64a42,46777,213,294
9ce8af027c963eb31c5176267d08bf7e,46813,214,294
1242ec87ee72ac23ce63fdbfc34793ba,46382,215,294
df6563ad005524839c1087512ab7b434,46528,218,294
8f9bbf11c79281b7d4f4b7c0ec14d0de,46564,219,294
5cd2d7b389af31467d6f0e7d1643e404,46706,221,294
6a5531c9a0c3069b8ecc210716e27320,46756,222,294
0448ac4e60ced0b92403b783efd4877a,46410,223,294
b70a0eb2234ac5f8e6ab004af10ed1f9,46735,225,294
278092904aedc088dd4e32f33a88df6e,46334,226,294
8c30aa0f5befebbf7e28f45346eeec60,46325,228,294
a0e72f0cccd9db3223a5e5701a927b80,46399,229,294
87e16471e2e6327e1de43b0fd886eec8,46245,234,294
7eafdd7c1e90cf11a5f1d8e1913327c2,46276,235,294
a9fa9f3109218d4c2e4dfa2de0556d37,46420,236,294
5277e13ab38f3b66edd13a64a063837e,46545,237,294
6386eb1fa1cb52150143474536ac8a3e,46660,238,294
8e20721ffd8349318b3a63fd4a729348,46305,239,294
9024661bba8c9bb0bd240f5bedf3d7df,46306,240,294
60e970c80b23ff53ec7a96e00e2b786d,46451,241,294
8950b1628239ac6ae5f80c67ca72c397,46273,243,294
56935dc0f9501b67ff487f3dde235dcb,46671,246,294
481bc64d71794ac217c056505f751c44,46783,248,294
9cf2e8f977d641caf9a1acf4fd67e22d,46542,249,294
55e953dcf710d7c39b9a30cd47d51ce1,46794,251,294
76bcd7f4068801dad713882921d9ee43,46324,253,294
d3f699f348cf88ec248422732e509c90,46252,255,294
5670f714cdf721bb3ca0bf4384a9f441,46512,256,294
ea3c1a38b5d692d4ee6ad5e51e473a1c,46689,257,294
1c1551bfe289152a547fdef1ee17fa45,46479,260,294
051bc5cbf081dfa64523fe118c687a7d,46474,263,294
9e29690945d40ae9b666671a545a9a9c,46233,264,294
dfed11a36b58b2b63af752bd2be6a479,46502,265,294
b6b806c10c747a421c17a2ad2fee5066,46814,266,294
99d40d85739afa1c34904b66af7d49fe,46597,268,294
538ad8d07a46b295abc1ae769880471e,46288,269,294
0249bfd017c87a99781c8cae9ca853e7,46364,270,294
e6926f6c5bc811dd23e0e216131be8b5,46343,271,294
8ee98618df035b6623b7a2d9fe51df6b,46336,272,294
b776e312b874b9f06f1259e55ffec99a,46774,276,294
1990c7465d29473f840412836ec00481,46534,277,294
323d0be02a3953a45ee59026a2a93f7d,46533,278,294
fee4feb094c28224cf7d5c87262bc180,46716,279,294
